s  n(s, p, L)
22  0.0029006402004702813
1  0.45995743439232445
17  0.004196488337366768
9  0.016125156617407273
6  0.032602166040197035
4  0.062183547019549285
2  0.14412234179496422
8  0.02068207953589757
16  0.005458009371299109
5  0.04393869179410604
20  0.0031924205756655166
3  0.09245147005818444
7  0.025676673017180716
15  0.00578411684945849
38  0.0004462523385338894
11  0.0110533271544548
23  0.0024200607589722465
35  0.0004376705627928531
10  0.014280074833084461
24  0.001793591129876594
25  0.001922317765992139
18  0.004119252355697441
14  0.006968401901721504
13  0.007800834148602029
12  0.009843296774968676
21  0.0029521308549164994
46  0.00013730841185658136
19  0.0034498738478966067
31  0.0009096682285498515
30  0.0010555584161474692
28  0.0014245747730120316
27  0.001510392530422395
37  0.0004119252355697441
39  0.0003175257024183444
26  0.001664864493761049
41  0.0002746168237131627
29  0.0011842850522630142
50  7.723598166932702e-05
40  0.00036043458112352606
32  0.0009010864528088152
33  0.0007723598166932702
45  0.00013730841185658136
43  0.0002231261692669447
36  0.0003947616840876714
34  0.0004977429929801074
48  0.00011156308463347235
44  0.00016305373907969038
51  6.865420592829068e-05
57  2.5745327223109006e-05
47  9.439953315139969e-05
42  0.00020596261778487205
52  9.439953315139969e-05
49  0.00012872663611554502
53  2.5745327223109006e-05
54  3.432710296414534e-05
55  8.581775741036335e-06
56  8.581775741036335e-06
59  8.581775741036335e-06
61  8.581775741036335e-06
