s  n(s, p, L)
5  0.042302643847996674
1  0.49055251115350956
3  0.08975921330100847
14  0.005976272791174741
2  0.1446402186231333
10  0.012137241963017688
16  0.004305756788936866
9  0.014964351805362291
6  0.03126748339525743
4  0.05970068427319285
26  0.0010949088353010372
31  0.0006258158917786799
22  0.0019047038402501828
8  0.018806753790758725
7  0.02377096214262147
12  0.008414982283492805
19  0.002819219899869457
47  0.0001061555896656099
11  0.010010185198467917
28  0.0008908462321938344
15  0.005057811760317893
13  0.007068312556484815
21  0.0020958556283980547
33  0.0004873832647147427
17  0.0036734854896785206
27  0.001009554003069905
24  0.0014162446742888293
20  0.002484255978424594
18  0.003178212282488631
23  0.0016493566110545267
32  0.0005874420806495574
34  0.00044147814485934384
25  0.0012674116685076533
29  0.0007771593338019481
30  0.000693239036566297
36  0.0003600682838657849
35  0.0004095597412098868
40  0.00023669827425440044
54  5.738139981924859e-05
38  0.0002861897315985023
43  0.00017214419945774578
37  0.00033568118894260424
42  0.0001947381256365749
49  9.71897459438523e-05
46  0.00014022579580828874
55  5.881593481472981e-05
58  4.088424737121462e-05
84  5.020872484184252e-06
73  8.965843721757592e-06
45  0.0001341290220774936
39  0.00025785766543774837
41  0.00021661478431766342
70  1.5062617452552755e-05
59  3.5504741138160064e-05
57  4.518785235765826e-05
48  0.0001072314909122208
74  1.0041744968368504e-05
44  0.00016317835573598818
50  7.674762225824499e-05
51  8.176849474242924e-05
67  1.5062617452552755e-05
52  7.100948227632013e-05
72  1.3269448708201237e-05
82  2.8690699909624297e-06
53  6.634724354100619e-05
62  2.6538897416402474e-05
66  2.1159391183347916e-05
65  1.9007588690126095e-05
60  2.6897531165272777e-05
56  4.769828859975039e-05
61  3.120113615171642e-05
64  1.8648954941255793e-05
100  7.172674977406074e-07
63  2.6897531165272777e-05
87  1.7931687443515184e-06
78  5.7381399819248594e-06
81  3.586337488703037e-06
103  7.172674977406074e-07
68  1.6138518699163665e-05
69  1.542125120142306e-05
71  8.965843721757592e-06
95  1.075901246610911e-06
83  5.379506233054556e-06
89  1.7931687443515184e-06
86  3.944971237573341e-06
93  1.7931687443515184e-06
98  1.075901246610911e-06
80  7.172674977406074e-06
75  7.172674977406074e-06
77  6.096773730795162e-06
76  6.81404122853577e-06
79  7.5313087262763774e-06
106  1.4345349954812149e-06
85  2.8690699909624297e-06
90  2.510436242092126e-06
105  1.4345349954812149e-06
128  7.172674977406074e-07
137  3.586337488703037e-07
96  2.151802493221822e-06
97  1.075901246610911e-06
104  7.172674977406074e-07
91  1.7931687443515184e-06
94  1.4345349954812149e-06
132  3.586337488703037e-07
102  1.075901246610911e-06
107  3.586337488703037e-07
88  1.4345349954812149e-06
92  1.4345349954812149e-06
101  1.075901246610911e-06
112  3.586337488703037e-07
120  3.586337488703037e-07
126  3.586337488703037e-07
99  7.172674977406074e-07
113  7.172674977406074e-07
122  3.586337488703037e-07
108  3.586337488703037e-07
