s  n(s, p, L)
83  0.048118393234672305
88  0.09632135306553911
85  0.07534883720930233
90  0.06883720930232558
84  0.05970401691331924
1  0.11644820295983087
7  0.0010993657505285412
77  0.0038054968287526427
92  0.03399577167019027
81  0.024693446088794927
2  0.01784355179704017
86  0.08854122621564482
89  0.08389006342494715
87  0.09556025369978859
91  0.05437632135306554
78  0.006849894291754757
95  0.0044820295983086685
93  0.02080338266384778
80  0.016405919661733614
82  0.0318816067653277
79  0.01150105708245243
3  0.009471458773784355
10  0.000507399577167019
94  0.010317124735729388
96  0.0009302325581395349
4  0.003551797040169133
76  0.00346723044397463
8  0.0007610993657505285
75  0.0014376321353065538
6  0.0010993657505285412
73  0.0006765327695560253
5  0.0021141649048625794
72  0.00042283298097251583
74  0.0012684989429175475
68  0.0002536997885835095
13  0.00016913319238900633
17  8.456659619450317e-05
65  0.0002536997885835095
9  0.00033826638477801266
70  0.00033826638477801266
51  8.456659619450317e-05
14  8.456659619450317e-05
98  0.00016913319238900633
16  8.456659619450317e-05
29  8.456659619450317e-05
49  8.456659619450317e-05
15  0.00016913319238900633
97  0.00033826638477801266
71  0.0002536997885835095
69  8.456659619450317e-05
12  0.00016913319238900633
11  0.00016913319238900633
61  8.456659619450317e-05
19  8.456659619450317e-05
58  8.456659619450317e-05
