s  n(s, p, L)
2  0.10393389554181963
1  0.7287230673594577
27  0.0002639017581721578
4  0.029707127693264054
3  0.05282374881244209
5  0.01805205315567858
16  0.001061471516203568
24  0.00034248583727231144
8  0.0062503665302196835
7  0.00852461323731219
6747  3.753269449559577e-05
20  0.0005852754547906965
6759  3.401400438663367e-05
6  0.01207614445395794
9  0.004609484042740356
6790  5.278035163443155e-05
12  0.002189798144477416
6897  5.864483514936839e-05
10  0.003555049906754712
6860  6.685511207027997e-05
11  0.0028606950585861905
6887  5.981773185235576e-05
6944  1.9939243950785255e-05
19  0.000656822153672926
6853  5.043455822845682e-05
6841  6.685511207027997e-05
13  0.001955218803879942
33  0.00014309339776445888
6834  6.685511207027997e-05
38  9.735042634795154e-05
6784  4.574297141650735e-05
6892  5.629904174339366e-05
18  0.0007635557536447765
6884  5.5126145040406294e-05
6902  4.574297141650735e-05
26  0.0003072989361826904
35  0.00013019153403159785
49  4.339717801053261e-05
6742  3.5186901089621035e-05
6904  4.1051384604557875e-05
15  0.001306606927127928
6894  5.747193844638103e-05
6847  5.3953248337418924e-05
6870  4.8088764822482084e-05
6940  1.8766347247797885e-05
21  0.0005465698635921134
14  0.0014907517094969445
6855  8.914014942703996e-05
23  0.00039995777571869245
6883  4.9261661525469455e-05
6869  4.574297141650735e-05
22  0.00045977550757104823
6715  2.3457934059747357e-05
17  0.000950046329419768
6780  3.870559119858314e-05
6937  2.1112140653772623e-05
6934  2.814952087169683e-05
6921  3.870559119858314e-05
6859  5.981773185235576e-05
6916  3.987848790157051e-05
44  8.327566591210312e-05
6668  8.210276920911575e-06
6886  4.574297141650735e-05
6827  6.21635252583305e-05
6631  3.5186901089621036e-06
6874  5.981773185235576e-05
6857  5.5126145040406294e-05
37  0.00010204201315990101
6793  4.1051384604557875e-05
79  1.2901863732861047e-05
6769  4.574297141650735e-05
6726  1.7593450544810518e-05
6768  3.987848790157051e-05
6991  7.037380217924207e-06
30  0.0002334064438944862
6843  7.037380217924207e-05
46  4.8088764822482084e-05
28  0.000261555964766183
6705  1.2901863732861047e-05
6822  6.802800877326734e-05
54  2.6976624168709462e-05
6814  7.623828569417891e-05
6782  3.870559119858314e-05
6844  7.271959558521681e-05
31  0.0001829718856660294
6739  2.6976624168709462e-05
6889  3.401400438663367e-05
6818  5.981773185235576e-05
6850  6.0990628555343134e-05
6825  6.21635252583305e-05
6837  6.56822153672926e-05
25  0.0003319297669454251
6686  1.1728967029873678e-05
6858  6.0990628555343134e-05
6802  5.864483514936839e-05
6959  1.642055384182315e-05
6806  5.043455822845682e-05
6912  3.166821098065893e-05
6936  3.166821098065893e-05
6831  7.389249228820418e-05
6878  5.747193844638103e-05
32  0.00015834105490329466
6737  2.5803727465722095e-05
42  6.92009054762547e-05
6798  5.278035163443155e-05
48  5.278035163443155e-05
6882  5.629904174339366e-05
6895  5.629904174339366e-05
6812  5.629904174339366e-05
51  3.6359797792608406e-05
120  4.691586811949471e-06
6594  3.5186901089621036e-06
6804  7.975697580314102e-05
6815  7.623828569417891e-05
6863  5.747193844638103e-05
36  0.00013722891424952204
6911  3.28411076836463e-05
6762  4.339717801053261e-05
6773  3.753269449559577e-05
6786  6.21635252583305e-05
6906  5.278035163443155e-05
6796  4.8088764822482084e-05
6765  4.457007471351998e-05
40  7.506538899119154e-05
6702  9.383173623898942e-06
6770  3.6359797792608406e-05
91  4.691586811949471e-06
29  0.0002228503735675999
6820  5.747193844638103e-05
6854  7.037380217924207e-05
6848  6.21635252583305e-05
6899  5.278035163443155e-05
53  3.28411076836463e-05
6756  3.6359797792608406e-05
6717  2.5803727465722095e-05
6745  3.6359797792608406e-05
6861  7.154669888222944e-05
6693  1.1728967029873678e-05
75  1.2901863732861047e-05
6813  6.92009054762547e-05
6670  4.691586811949471e-06
43  5.5126145040406294e-05
6733  2.4630830762734728e-05
6775  4.1051384604557875e-05
61  2.6976624168709462e-05
6788  4.339717801053261e-05
6856  7.154669888222944e-05
81  1.0556070326886311e-05
6832  6.802800877326734e-05
6972  1.0556070326886311e-05
57  3.401400438663367e-05
6708  1.642055384182315e-05
6969  9.383173623898942e-06
6930  2.4630830762734728e-05
6928  3.6359797792608406e-05
6781  6.21635252583305e-05
6880  5.864483514936839e-05
6949  1.1728967029873678e-05
6915  2.814952087169683e-05
6872  5.5126145040406294e-05
6865  7.389249228820418e-05
6801  6.450931866430523e-05
6771  4.457007471351998e-05
6840  6.685511207027997e-05
6755  3.753269449559577e-05
6852  7.271959558521681e-05
6704  1.5247657138835783e-05
6866  6.21635252583305e-05
6999  5.864483514936839e-06
6838  6.802800877326734e-05
6868  6.333642196131786e-05
58  2.814952087169683e-05
155  2.3457934059747356e-06
6527  1.1728967029873678e-06
129  3.5186901089621036e-06
6953  1.642055384182315e-05
6839  7.506538899119154e-05
6917  2.3457934059747357e-05
6760  3.166821098065893e-05
6888  4.574297141650735e-05
6826  6.685511207027997e-05
6799  5.160745493144419e-05
96  7.037380217924207e-06
6688  9.383173623898942e-06
6800  5.278035163443155e-05
6901  4.6915868119494714e-05
6890  4.1051384604557875e-05
6836  6.802800877326734e-05
6783  4.339717801053261e-05
6893  4.457007471351998e-05
6929  3.753269449559577e-05
6541  1.1728967029873678e-06
6943  2.6976624168709462e-05
6805  4.574297141650735e-05
6807  5.864483514936839e-05
6792  5.5126145040406294e-05
6864  5.278035163443155e-05
6791  5.864483514936839e-05
6927  3.28411076836463e-05
55  3.6359797792608406e-05
45  6.92009054762547e-05
6741  1.5247657138835783e-05
111  2.3457934059747356e-06
6749  2.9322417574684196e-05
6787  4.6915868119494714e-05
6842  7.506538899119154e-05
6695  1.4074760435848415e-05
6764  4.574297141650735e-05
6914  3.401400438663367e-05
6816  4.8088764822482084e-05
6987  8.210276920911575e-06
6903  4.8088764822482084e-05
76  1.5247657138835783e-05
6689  1.2901863732861047e-05
6948  1.4074760435848415e-05
6875  5.160745493144419e-05
6766  4.1051384604557875e-05
6975  7.037380217924207e-06
6957  1.1728967029873678e-05
47  4.9261661525469455e-05
6696  1.1728967029873678e-05
6939  2.9322417574684196e-05
72  9.383173623898942e-06
6706  5.864483514936839e-06
6923  2.6976624168709462e-05
6891  5.043455822845682e-05
