s  n(s, p, L)
85  0.04097611901344121
3  0.02531645569620253
4  0.01402844838835965
78  0.04345556570533734
83  0.052786115098525384
72  0.010766018530601593
1  0.23039279655487407
80  0.05435208143024925
84  0.04449954325981991
74  0.017878115620514157
64  0.0012397233459480622
10  0.0016964635260341902
2  0.043977554482578625
76  0.03190656400887381
82  0.06028970377136891
81  0.061203184131541175
70  0.0071120970899125665
87  0.018334855800600288
77  0.034516507895080255
75  0.023685240767323503
79  0.050045674018008614
88  0.011679498890773849
91  0.0017617121231893514
73  0.012527730653790944
69  0.004502153203706121
86  0.02851363695680543
90  0.004371656009395798
67  0.0033276784549132192
7  0.0037844186349993477
5  0.008612814824481273
71  0.006002870938274827
59  0.000782983165861934
14  0.0005219887772412893
89  0.007177345687067728
68  0.003523424246378703
12  0.0012397233459480622
44  0.0001957457914654835
8  0.003262429857758058
31  0.000391491582930967
45  6.524859715516116e-05
11  0.0012397233459480622
28  6.524859715516116e-05
47  0.00026099438862064463
9  0.0018269607203445126
58  0.000391491582930967
15  0.0005872373743964505
6  0.006002870938274827
92  0.0006524859715516117
26  0.0001957457914654835
52  0.00026099438862064463
66  0.0031971812606028972
54  0.00032624298577580584
19  0.00045674018008612816
65  0.0026751924833616075
53  0.00026099438862064463
61  0.000782983165861934
30  0.00013049719431032232
42  0.000391491582930967
63  0.001174474748792901
62  0.001174474748792901
23  0.0001957457914654835
55  0.00032624298577580584
16  0.0009134803601722563
34  0.00013049719431032232
13  0.0008482317630170951
38  0.00026099438862064463
24  0.00013049719431032232
60  0.00045674018008612816
48  0.000391491582930967
18  0.00026099438862064463
43  0.0001957457914654835
17  0.00026099438862064463
57  0.0001957457914654835
27  0.00013049719431032232
46  0.00013049719431032232
39  0.00013049719431032232
94  0.0001957457914654835
50  0.00013049719431032232
51  0.00013049719431032232
93  0.00032624298577580584
25  0.0001957457914654835
20  0.00013049719431032232
41  0.00013049719431032232
29  6.524859715516116e-05
36  0.00032624298577580584
21  6.524859715516116e-05
56  0.0001957457914654835
37  6.524859715516116e-05
32  0.00013049719431032232
40  0.00013049719431032232
22  6.524859715516116e-05
