s  n(s, p, L)
2  0.1533249647192746
19  0.0020739608754298013
7  0.02443531347216916
1  0.4859773735546598
3  0.09434962614126324
5  0.043529787847836766
4  0.06268663698667519
10  0.011406784814863907
12  0.007414799971931356
8  0.018096478164934468
6  0.03218537779614368
15  0.004428608185128297
14  0.0056527129123556605
9  0.015016724233375177
22  0.0015905564608559377
20  0.001816664977350164
11  0.009504354538153863
13  0.006424600606594572
16  0.003937406925158081
35  0.0002183116710978738
18  0.0028302548788760066
28  0.0005535760231410371
21  0.001582759615459585
33  0.0002806864342686949
38  0.0001559369079270527
26  0.0008030750758243215
34  0.00023390536189057907
25  0.0009122309113732584
23  0.0012942763357945376
17  0.0030251760137848228
37  0.0001559369079270527
27  0.0007173097764644425
42  2.3390536189057907e-05
24  0.0011383394278674849
39  0.0001091558355489369
29  0.0005769665593300951
36  0.0001325463717379948
41  9.356214475623163e-05
30  0.00046781072378115814
47  3.1187381585410545e-05
32  0.0002183116710978738
31  0.000343061197439516
45  4.6781072378115814e-05
46  3.1187381585410545e-05
49  7.796845396352636e-06
52  7.796845396352636e-06
40  7.017160856717372e-05
43  4.6781072378115814e-05
44  1.5593690792705273e-05
50  1.5593690792705273e-05
59  7.796845396352636e-06
