s  n(s, p, L)
75  0.02750551335456996
2  0.050110267091399166
85  0.026892918402352365
4  0.016907620681205587
71  0.012129380053908356
3  0.02836314628767459
83  0.04392305807400147
82  0.04631217838765009
1  0.2532467532467532
81  0.04906885567262926
76  0.034489095809850524
80  0.054092134280813525
79  0.05378583680470473
86  0.01672384219554031
88  0.0070448419505023275
73  0.018071551090419014
74  0.024013722126929673
77  0.041350159274687576
78  0.045209507473658414
72  0.01359960793923058
8  0.002634158294535653
61  0.0015314873805439843
11  0.0018377848566527811
12  0.0018377848566527811
5  0.010291595197255575
46  0.00012251899044351874
84  0.03357020338152414
91  0.0010414114187699093
68  0.0050232786081842685
87  0.011394266111247244
67  0.004104386179857878
10  0.0025116393040921343
69  0.007473658417054644
7  0.0035530507228620435
9  0.002450379808870375
90  0.0020215633423180594
14  0.0009188924283263906
56  0.0005513354569958343
70  0.008515069835824552
6  0.006370987503062975
62  0.0017152658662092624
44  0.00018377848566527812
64  0.0017765253614310218
92  0.0004288164665523156
63  0.0020215633423180594
65  0.002450379808870375
89  0.003981867189414359
60  0.001286449399656947
66  0.003430531732418525
18  0.00018377848566527812
59  0.000490075961774075
43  0.0002450379808870375
28  0.0003062974761087969
58  0.0006738544474393531
15  0.0009188924283263906
19  0.0004288164665523156
39  0.00018377848566527812
13  0.0010414114187699093
16  0.0006738544474393531
55  0.0003062974761087969
24  0.00018377848566527812
52  0.00036755697133055625
53  0.00012251899044351874
21  0.0003062974761087969
32  0.0003062974761087969
23  0.00018377848566527812
30  0.00018377848566527812
17  0.0006125949522175938
20  0.0003062974761087969
57  0.0006738544474393531
49  0.0003062974761087969
37  0.00018377848566527812
50  0.0002450379808870375
35  0.00012251899044351874
94  6.125949522175937e-05
42  0.0003062974761087969
22  6.125949522175937e-05
47  0.0002450379808870375
40  0.00012251899044351874
51  0.0002450379808870375
38  6.125949522175937e-05
27  0.00012251899044351874
45  0.0002450379808870375
31  0.00018377848566527812
48  0.0002450379808870375
29  6.125949522175937e-05
36  0.00012251899044351874
25  6.125949522175937e-05
54  0.00012251899044351874
26  0.00012251899044351874
41  6.125949522175937e-05
34  6.125949522175937e-05
33  6.125949522175937e-05
