s  n(s, p, L)
1  0.4270461854858118
2  0.1264576541886363
3  0.08462598726672063
7  0.025761918305729974
4  0.0564246176734417
5  0.04213796573828954
25  0.003850613691557092
6  0.03184413765943947
12  0.010939243441923556
49  0.0010173496400988908
17  0.006574485308596057
18  0.005983766162732185
48  0.0007438685540508018
43  0.0014330408908919858
8  0.020500142210164746
26  0.003205198328483602
9  0.017032402039074978
27  0.003205198328483602
11  0.012317588115605925
22  0.004321001159559805
33  0.0026035399391778065
54  0.0006672938499573369
16  0.007482442514275713
37  0.0018924891154527752
39  0.0017721574375916163
23  0.004342879646443652
24  0.003960006125976328
21  0.004506968298072505
47  0.0011158028310762028
13  0.009834379854289277
20  0.004780449384120594
19  0.004999234252959065
30  0.0026691753998293478
10  0.015183669897389897
31  0.002395694313781259
46  0.0009845319097731202
14  0.008882665674841929
32  0.0025707222088520356
44  0.001159559804843897
36  0.002089395497407399
28  0.002986413459645131
45  0.0011048635876342791
15  0.00799658695604612
55  0.0004375697376769423
34  0.0022097271752685582
61  0.00018596713851270046
41  0.0014986763515435271
57  0.00040475200735117157
42  0.001454919377775833
35  0.0018815498720108517
29  0.003139562867832061
59  0.0002844203294900125
67  4.3756973767694225e-05
53  0.0005141444417704072
56  0.0002516025991642418
64  7.657470409346489e-05
38  0.0017612181941496926
62  0.00018596713851270046
40  0.0014330408908919858
51  0.0007110508237250312
58  0.0002734810860480889
50  0.000765747040934649
52  0.0007548077974927254
63  7.657470409346489e-05
69  1.0939243441923556e-05
66  3.281773032577067e-05
60  0.00015314940818692978
65  5.4696217209617784e-05
