s  n(s, p, L)
1  0.39337811518740806
64  0.005485114670694384
2  0.10324337215310625
22  0.004153583210779443
5  0.0323343535116658
20  0.004511308080607337
10  0.010831114114233474
63  0.004928653762073214
65  0.0051671370086251445
23  0.0038157319448308756
28  0.0031002822051750863
4  0.04600739298064311
43  0.003636869509916928
9  0.013136452164235462
12  0.007929567947851664
6  0.025199729718987242
34  0.003000914185778449
11  0.01079136690647482
3  0.06826582932548989
69  0.003159903016813069
19  0.0047299177232799396
37  0.003458007075002981
7  0.02054930641122461
45  0.004312572041814062
48  0.0044119400612107
53  0.005206884216383799
46  0.003458007075002981
47  0.0038952263603481856
24  0.003318891847847689
36  0.003000914185778449
25  0.003318891847847689
26  0.0031400294129337414
30  0.003358639055606344
13  0.007989188759489646
50  0.0047299177232799396
62  0.005206884216383799
8  0.015620652649151396
60  0.005266505028021781
57  0.005226757820263127
59  0.005385746651297746
17  0.005306252235780436
16  0.005385746651297746
14  0.007313486227592512
70  0.002623315712071227
68  0.0035573750943996185
44  0.0035971223021582736
54  0.0053459994435390915
52  0.004531181684486665
18  0.0045709288922453194
27  0.0032791446400890338
55  0.00425295123017608
39  0.0032791446400890338
58  0.005028021781469852
33  0.002961166978019794
61  0.005405620255177074
32  0.0030605349974164313
15  0.006419174053022775
40  0.002742557335347192
31  0.003159903016813069
29  0.003537501490520291
51  0.004193330418538098
41  0.0032393974323303787
21  0.004054215191382805
56  0.005504988274573712
49  0.004133709606900115
38  0.003159903016813069
67  0.0044715608728486825
35  0.003358639055606344
66  0.00425295123017608
42  0.003338765451727016
76  0.00039747207758654955
71  0.002543821296553917
72  0.0015103938948288884
78  7.949441551730991e-05
73  0.0010533010056043564
74  0.0007750705512937716
77  0.00019873603879327477
75  0.0005962081163798243
79  7.949441551730991e-05
84  1.9873603879327478e-05
82  1.9873603879327478e-05
