s  n(s, p, L)
74  0.01314967618922384
4  0.0332029323777902
3  0.05545875932805155
6  0.017521943522140766
1  0.3620434596798054
48  0.0026956836187908874
2  0.08853019494394951
12  0.004602386666228344
56  0.0052269962852164766
65  0.01239356980834347
66  0.013840034189158091
5  0.02399815904533351
69  0.01558236628423025
40  0.0018738288569643974
19  0.002892928761629245
78  0.006048851047042967
72  0.016206975903218384
75  0.012327821427397351
58  0.005457115618527894
7  0.01403727933199645
67  0.01393865676057727
73  0.015089253427134356
14  0.00410927380913245
47  0.002399815904533351
8  0.010914231237055788
27  0.0014135901903415628
28  0.0020053256188566357
11  0.006015976856569907
62  0.00979650876097176
60  0.007330944475492291
70  0.01663434037936816
15  0.0033202932377790198
55  0.004273644761497748
20  0.0017423320950721588
18  0.002564186856898649
71  0.01702883066504487
43  0.0017752062855452184
57  0.005522863999474013
51  0.0033531674282520794
37  0.0021039481902758147
59  0.006213221999408264
63  0.010552615141852132
77  0.008810283046779973
68  0.01400440514152339
64  0.010947105427528848
76  0.010355369999013774
10  0.008152799237318781
13  0.00489825438048588
80  0.003123048094940662
61  0.009336270094348927
33  0.0018409546664913377
53  0.003451789999671258
39  0.0016108353331799204
32  0.001479338571287682
52  0.003188796475886781
46  0.0023340675235872317
22  0.0018738288569643974
9  0.008152799237318781
54  0.004076399618659391
24  0.0012163450475032053
38  0.001314967618922384
36  0.0017752062855452184
17  0.0024984384759525295
79  0.004799631809066702
25  0.00164370952365298
42  0.0018409546664913377
26  0.001479338571287682
23  0.0018409546664913377
50  0.002958677142575364
16  0.003451789999671258
34  0.0013807159998685033
44  0.002301193333114172
45  0.0016765837141260397
35  0.0015122127617607417
31  0.0020053256188566357
49  0.002531312666425589
21  0.0020053256188566357
41  0.001808080476018278
30  0.001479338571287682
83  0.0005588612380420132
82  0.0011177224760840264
29  0.00164370952365298
84  0.0003944902856767152
81  0.0017094579045990994
85  0.00013149676189223842
86  6.574838094611921e-05
87  3.2874190473059604e-05
