s  n(s, p, L)
71  0.0198850249740835
3  0.042078974648949205
78  0.029497691075299218
79  0.02751861276034304
88  0.0007068136839129206
60  0.0035340684195646027
6  0.010979172556780699
1  0.31877297144472716
77  0.032089341249646595
73  0.028366789181038545
64  0.00720949957591179
10  0.0036754311563471868
29  0.0004712091226086137
23  0.0006125718593911979
8  0.005937234944868533
2  0.06860804825181416
74  0.030534351145038167
80  0.023607577042691546
70  0.018518518518518517
75  0.03147676939025539
82  0.014089152765997549
4  0.023419093393648102
69  0.015455659221562529
5  0.015738384695127696
55  0.0016021110168692866
11  0.003157101121477712
85  0.004005277542173217
52  0.0010837809819998114
15  0.001649231929130148
76  0.03369145226651588
81  0.017953067571388183
72  0.02681179907643012
84  0.006125718593911978
68  0.015408538309301669
57  0.002497408349825653
53  0.0016021110168692866
59  0.002638771086608237
63  0.006408444067477146
62  0.004806333050607859
12  0.0026858919988690983
66  0.008010555084346433
67  0.00965978701347658
9  0.005277542173216474
83  0.010036754311563471
50  0.0011780228065215342
61  0.0033455847705211573
14  0.0018848364904344547
86  0.0024031665253039297
51  0.0011780228065215342
56  0.0018377155781735934
18  0.0013665064555649798
13  0.0023560456130430683
7  0.008670247855998492
65  0.007539345961737819
58  0.002780133823390821
32  0.0007539345961737819
38  0.0007068136839129206
26  0.0005654509471303364
39  0.0007539345961737819
41  0.000518330034869475
22  0.0007068136839129206
31  0.0005654509471303364
33  0.000895297332956366
40  0.0006596927716520592
35  0.0007539345961737819
27  0.0007539345961737819
47  0.0009895391574780887
54  0.001931957402695316
17  0.0014607482800867025
44  0.0006596927716520592
19  0.0010837809819998114
16  0.001649231929130148
36  0.0006125718593911979
87  0.0010837809819998114
45  0.0005654509471303364
24  0.0007539345961737819
46  0.0007539345961737819
20  0.0006596927716520592
48  0.0015549901046084252
42  0.000895297332956366
25  0.0005654509471303364
30  0.00042408821034775233
49  0.0008481764206955047
21  0.0004712091226086137
91  4.712091226086137e-05
43  0.0007068136839129206
34  0.0008010555084346433
37  0.0003298463858260296
28  0.0006125718593911979
89  0.00023560456130430684
90  0.00023560456130430684
